id,document_name,link,findspot,scribe,palmprint,chronology,museum_inventory_number,signs,words
1,KN Nc 4470[+]5109,https://liber.cnr.it/tablet/view/1,(L) Arsenal,133,,LM III A2,Herakleion M. 1600 [+] 1604,4,1
3,KN Nc 4474+frr.(3),https://liber.cnr.it/tablet/view/3,(L) Arsenal,133,,LM III A2,Herakleion M. 1458,6,3
4,KN Nc 4475,https://liber.cnr.it/tablet/view/4,(L) Arsenal,133?,,LM III A2,Herakleion M.,2,1
5,KN Nc 4479,https://liber.cnr.it/tablet/view/5,(L) Arsenal,133,,LM III A2,Herakleion M. 1451,5,4
6,KN Nc 4480+8252,https://liber.cnr.it/tablet/view/6,(L) Arsenal,133,,LM III A2,Herakleion M. 1467,4,2
9,KN Nc 4484[+]4488+fr.,https://liber.cnr.it/tablet/view/9,(L) Arsenal,133,,LM III A2,Herakleion M. 1471 [+] 1567,13,5
10,KN Nc 4485,https://liber.cnr.it/tablet/view/10,(L) Arsenal,133,,LM III A2,Herakleion M. 1585,3,1
11,KN Nc 4489+8185+8188+fr.,https://liber.cnr.it/tablet/view/11,(L) Arsenal,133,,LM III A2,Herakleion M. 1576 + 1580 + 1587,6,2
12,KN Nc 4490+5099,https://liber.cnr.it/tablet/view/12,(L) Arsenal,133,,LM III A2,Herakleion M. 1473 + 1562,5,3
3707,KN Dv 7219+frr.(3),https://liber.cnr.it/tablet/view/3707,,,117?,R ypsilon,,Herakleion M.,0,0
3708,KN Dv 7223+fr.,https://liber.cnr.it/tablet/view/3708,,,117,,,Herakleion M.,4,3
3709,KN Dv 7240+7688+7946,https://liber.cnr.it/tablet/view/3709,,,117,,,Herakleion M.,6,2
3710,KN Dv 7245,https://liber.cnr.it/tablet/view/3710,,,117,,,Herakleion M.,6,5
3711,KN Dv 7246,https://liber.cnr.it/tablet/view/3711,,,117,,,Herakleion M.,3,3
3712,KN Dv 7262,https://liber.cnr.it/tablet/view/3712,,,117,,,Herakleion M.,2,2
3713,KN Dv 7617+frr.,https://liber.cnr.it/tablet/view/3713,,,117,,,Herakleion M.,5,2
3714,KN Dv 7678,https://liber.cnr.it/tablet/view/3714,,,117,,,Herakleion M.,1,1
3715,KN Dv 7690,https://liber.cnr.it/tablet/view/3715,,,117?,,,Herakleion M.,1,1
3716,KN Dv 7863+8373+8402+frr.,https://liber.cnr.it/tablet/view/3716,,,117,,,Herakleion M.,6,2
3717,KN Dv 7908+8536+fr.,https://liber.cnr.it/tablet/view/3717,,,117,,,Herakleion M.,4,1
3718,KN Dv 7911,https://liber.cnr.it/tablet/view/3718,,,117?,,,Herakleion M.,2,1
3719,KN Dv 7972,https://liber.cnr.it/tablet/view/3719,,,117,,,Herakleion M.,2,1
3720,KN Dv 8193,https://liber.cnr.it/tablet/view/3720,,,117,,,Herakleion M. 1594,5,2
3721,KN Dv 8203,https://liber.cnr.it/tablet/view/3721,,,117,,,Herakleion M. 1607,5,3
3722,KN Dv 8239+frr.,https://liber.cnr.it/tablet/view/3722,,,117,,,Herakleion M.,3,3
3723,KN Dv 8241,https://liber.cnr.it/tablet/view/3723,,,117,,,Herakleion M.,4,1
3724,KN Dv 8278,https://liber.cnr.it/tablet/view/3724,,,117,,,Herakleion M.,2,1
3725,KN Dv 8280+8710+9584+9656+frr.(3),https://liber.cnr.it/tablet/view/3725,,,117,,,Herakleion M.,3,1
3726,KN Dv 8287,https://liber.cnr.it/tablet/view/3726,,,117,,,Herakleion M.,4,1
3727,KN Dv 8288,https://liber.cnr.it/tablet/view/3727,,,117?,,,Herakleion M.,3,1
3728,KN Dv 8289+fr.,https://liber.cnr.it/tablet/view/3728,"(J1) E.W. Corridor Minos 35-36, p. 92 (ex —)","Minos 35-36, p. 92 (ex —)",117,,LM III A2,Herakleion M. 1014,3,1
3729,KN Dv 8290+8362+fr.,https://liber.cnr.it/tablet/view/3729,,,117,,,Herakleion M.,9,6
3730,KN Dv 8302,https://liber.cnr.it/tablet/view/3730,,,117,,,Herakleion M.,2,1
3731,KN Dv 8320,https://liber.cnr.it/tablet/view/3731,,,117?,,,Herakleion M.,1,1
3732,KN Dv 8332+8412+9575+fr.,https://liber.cnr.it/tablet/view/3732,,,117,,,Herakleion M.,2,2
3733,KN Dv 8340,https://liber.cnr.it/tablet/view/3733,,,117,,,Herakleion M.,2,2
3734,KN Dd 8356+frr.,https://liber.cnr.it/tablet/view/3734,,,117,,,Herakleion M.,6,6
3735,KN Db 8357+fr.,https://liber.cnr.it/tablet/view/3735,,,117,,,Herakleion M.,16,7
3736,KN Dv 8361+fr.,https://liber.cnr.it/tablet/view/3736,,,117,,,Herakleion M.,7,6
3737,KN Dv 8363+fr.,https://liber.cnr.it/tablet/view/3737,,,117,,,Herakleion M.,1,1
3738,KN Dv 8366,https://liber.cnr.it/tablet/view/3738,,,117,,,Herakleion M.,5,2
3739,KN Dv 8367,https://liber.cnr.it/tablet/view/3739,,,117,,,Herakleion M.,2,1
3740,KN Dv 8368+fr.,https://liber.cnr.it/tablet/view/3740,,,117,,,Herakleion M.,2,1
3741,KN Dv 8370,https://liber.cnr.it/tablet/view/3741,,,117,,,Herakleion M.,1,1
3742,KN Dv 8381,https://liber.cnr.it/tablet/view/3742,,,117,,,Herakleion M.,1,1
3743,KN Db 8383+8415+8426+8547,https://liber.cnr.it/tablet/view/3743,,,117,,,Herakleion M.,7,5
3744,KN Dv 8384+fr.,https://liber.cnr.it/tablet/view/3744,,,117,,,Herakleion M.,2,2
3745,KN Dv 8390,https://liber.cnr.it/tablet/view/3745,,,117,,,Herakleion M.,0,0
3746,KN Dv 8391,https://liber.cnr.it/tablet/view/3746,,,117,,,Herakleion M.,5,5
3747,KN Dv 8392+frr.,https://liber.cnr.it/tablet/view/3747,,,117,R omega,,Herakleion M.,3,2
3748,KN Dv 8394,https://liber.cnr.it/tablet/view/3748,,,117,,,Herakleion M.,4,3
3749,KN Dv 8395,https://liber.cnr.it/tablet/view/3749,,,117,,,Herakleion M.,5,5
3750,KN Dv 8396,https://liber.cnr.it/tablet/view/3750,,,117,,,Herakleion M.,4,1
3751,KN Dv 8398+fr.,https://liber.cnr.it/tablet/view/3751,,,117,,,Herakleion M.,5,3
3752,KN Dv 8404,https://liber.cnr.it/tablet/view/3752,,,117,,,Herakleion M.,2,2
3753,KN Dv 8406+frr.,https://liber.cnr.it/tablet/view/3753,,,117,,,Herakleion M.,1,1
3754,KN Dv 8413+frr.(4),https://liber.cnr.it/tablet/view/3754,,,117,,,Herakleion M.,2,2
3755,KN Dv 8420+frr.(3),https://liber.cnr.it/tablet/view/3755,,,117,,,Herakleion M.,1,1
3756,KN Dv 8421,https://liber.cnr.it/tablet/view/3756,,,117,,,Herakleion M.,3,3
3757,KN Dv 8422,https://liber.cnr.it/tablet/view/3757,,,117,,,Herakleion M.,4,4
3758,KN Dv 8423,https://liber.cnr.it/tablet/view/3758,,,117,,,Herakleion M.,3,3
3759,KN Dv 8429,https://liber.cnr.it/tablet/view/3759,,,117,,,Herakleion M.,3,3
3760,KN Dv 8432,https://liber.cnr.it/tablet/view/3760,,,117?,,,Herakleion M.,1,1
3761,KN Dv 8433,https://liber.cnr.it/tablet/view/3761,,,117?,,,Herakleion M.,1,1
3762,KN Dv 8535,https://liber.cnr.it/tablet/view/3762,,,117?,,,Herakleion M.,1,1
3763,KN Dv 8562+8776,https://liber.cnr.it/tablet/view/3763,,,117,,,Herakleion M.,4,1
3764,KN Dv 8585,https://liber.cnr.it/tablet/view/3764,,,117,,,Herakleion M.,4,1
3765,KN Dv 8636,https://liber.cnr.it/tablet/view/3765,,,117,,,Herakleion M.,1,1
3766,KN Dv 8637,https://liber.cnr.it/tablet/view/3766,,,117,,,Herakleion M.,1,1
3767,KN Dv 8652+frr.(4),https://liber.cnr.it/tablet/view/3767,,,117,,,Herakleion M.,11,7
3768,KN Dv 8680+fr.,https://liber.cnr.it/tablet/view/3768,,,117,,,Herakleion M.,1,1
3769,KN Dv 8688,https://liber.cnr.it/tablet/view/3769,,,117,,,Herakleion M.,1,1
3770,KN Dv 8692,https://liber.cnr.it/tablet/view/3770,,,117,,,Herakleion M.,1,1
3771,KN Dv 8694,https://liber.cnr.it/tablet/view/3771,,,117,,,Herakleion M.,1,1
3772,KN Dv 8715,https://liber.cnr.it/tablet/view/3772,,,117,,,Herakleion M.,1,1
3773,KN Dv 8716+fr.,https://liber.cnr.it/tablet/view/3773,,,117,,,Herakleion M.,5,4
3774,KN Dv 8742,https://liber.cnr.it/tablet/view/3774,,,117?,,,Herakleion M.,1,1
3775,KN Dv 8772,https://liber.cnr.it/tablet/view/3775,,,117,,,Herakleion M.,3,3
3776,KN Dv 8797,https://liber.cnr.it/tablet/view/3776,,,117,,,Herakleion M.,1,1
3777,KN Dv 8798+fr.,https://liber.cnr.it/tablet/view/3777,,,117,,,Herakleion M.,3,2
3778,KN Dv 8799+frr.,https://liber.cnr.it/tablet/view/3778,,,117,,,Herakleion M.,0,0
3779,KN Dv 8800+frr.(3),https://liber.cnr.it/tablet/view/3779,,,117,,,Herakleion M.,2,2
3780,KN Bk 8801,https://liber.cnr.it/tablet/view/3780,,,104,,,Herakleion M.,1,1
3781,KN Dv 8816,https://liber.cnr.it/tablet/view/3781,,,117?,,,Herakleion M.,2,1
3782,KN Dv 8826,https://liber.cnr.it/tablet/view/3782,,,117,,,Herakleion M.,1,1
3783,KN Dv 8834,https://liber.cnr.it/tablet/view/3783,,,117,,,Herakleion M.,7,4
3784,KN Db 8836,https://liber.cnr.it/tablet/view/3784,,,117,,,Liverpool University,8,5
3785,KN Dv 9559+9636+fr.,https://liber.cnr.it/tablet/view/3785,,,117,,,Herakleion M.,0,0
3786,KN Dv 9567+9662,https://liber.cnr.it/tablet/view/3786,,,117,,,Herakleion M.,3,3
3787,KN Dv 9568,https://liber.cnr.it/tablet/view/3787,,,117?,,,Herakleion M.,3,1
3788,KN Dv 9569+frr.(3),https://liber.cnr.it/tablet/view/3788,,,117,,,Herakleion M.,3,3
3789,KN Dv 9570,https://liber.cnr.it/tablet/view/3789,,,117,,,Herakleion M.,1,1
3790,KN Dv 9571,https://liber.cnr.it/tablet/view/3790,,,117?,,,Herakleion M.,1,1
3791,KN Dv 9572+fr.,https://liber.cnr.it/tablet/view/3791,,,117,,,Herakleion M.,1,1
3792,KN Dv 9573,https://liber.cnr.it/tablet/view/3792,,,117,,,Herakleion M.,3,3
3793,KN Dv 9574,https://liber.cnr.it/tablet/view/3793,,,117,,,Herakleion M.,5,5
3794,KN Dv 9576+fr.,https://liber.cnr.it/tablet/view/3794,,,117,,,Herakleion M.,0,0
3795,KN Dv 9577,https://liber.cnr.it/tablet/view/3795,,,117,,,Herakleion M.,0,0
3796,KN Dv 9579,https://liber.cnr.it/tablet/view/3796,,,117?,,,Herakleion M.,1,1
3797,KN Dv 9580,https://liber.cnr.it/tablet/view/3797,,,117?,,,Herakleion M.,1,1
3798,KN Dv 9581+fr.,https://liber.cnr.it/tablet/view/3798,,,117?,,,Herakleion M.,0,0
3799,KN Dv 9585,https://liber.cnr.it/tablet/view/3799,,,117?,,,Herakleion M.,0,0
3800,KN Dv 9586,https://liber.cnr.it/tablet/view/3800,,,117?,,,Herakleion M.,1,1
3801,KN Dv 9587,https://liber.cnr.it/tablet/view/3801,,,117?,,,Herakleion M.,2,1
3802,KN Dv 9588+fr.,https://liber.cnr.it/tablet/view/3802,,,117?,,,Herakleion M.,1,1
3803,KN Dv 9590,https://liber.cnr.it/tablet/view/3803,,,117,,,Herakleion M.,2,1
3804,KN Dv 9591,https://liber.cnr.it/tablet/view/3804,,,117,,,Herakleion M.,4,2
3805,KN Dv 9593,https://liber.cnr.it/tablet/view/3805,,,117?,,,Herakleion M.,2,1
3806,KN Dv 9594,https://liber.cnr.it/tablet/view/3806,,,117,,,Herakleion M.,1,1
3807,KN Dv 9595,https://liber.cnr.it/tablet/view/3807,,,117,,,Herakleion M.,2,1
3808,KN Dv 9596,https://liber.cnr.it/tablet/view/3808,,,117,,,Herakleion M.,2,1
3809,KN Dv 9599,https://liber.cnr.it/tablet/view/3809,,,117?,,,Herakleion M.,3,1
3810,KN Dv 9600,https://liber.cnr.it/tablet/view/3810,,,117,,,Herakleion M.,4,2
3811,KN Dv 9601,https://liber.cnr.it/tablet/view/3811,,,117,,,Herakleion M.,2,1
3812,KN Dv 9602,https://liber.cnr.it/tablet/view/3812,,,117,,,Herakleion M.,2,1
3813,KN Dv 9603+9658+fr.,https://liber.cnr.it/tablet/view/3813,,,117,,,Herakleion M.,2,1
3814,KN Dv 9604+9637,https://liber.cnr.it/tablet/view/3814,,,117,,,Herakleion M.,2,2
3815,KN Dv 9605,https://liber.cnr.it/tablet/view/3815,,,117,,,Herakleion M.,3,1
3816,KN Dv 9614,https://liber.cnr.it/tablet/view/3816,,,117,,,Herakleion M.,0,0
3817,KN Dv 9615,https://liber.cnr.it/tablet/view/3817,,,117,,,Herakleion M.,0,0
3818,KN Dv 9616,https://liber.cnr.it/tablet/view/3818,,,117,,,Herakleion M.,2,2
3819,KN Dv 9617,https://liber.cnr.it/tablet/view/3819,,,117,,,Herakleion M.,2,2
3820,KN Dv 9618+frr.,https://liber.cnr.it/tablet/view/3820,,,117,,,Herakleion M.,0,0
3821,KN Dv 9619,https://liber.cnr.it/tablet/view/3821,,,117,,,Herakleion M.,0,0
3822,KN Dv 9620,https://liber.cnr.it/tablet/view/3822,,,117,,,Herakleion M.,0,0
3823,KN Dv 9621,https://liber.cnr.it/tablet/view/3823,,,117,,,Herakleion M.,0,0
3824,KN Dv 9622,https://liber.cnr.it/tablet/view/3824,,,117,,,Herakleion M.,0,0
3825,KN Dv 9623,https://liber.cnr.it/tablet/view/3825,,,117,,,Herakleion M.,0,0
3826,KN Dv 9624,https://liber.cnr.it/tablet/view/3826,,,117,,,Herakleion M.,0,0
3827,KN Dv 9625,https://liber.cnr.it/tablet/view/3827,,,117,,,Herakleion M.,1,1
3828,KN Dv 9626,https://liber.cnr.it/tablet/view/3828,,,117,,,Herakleion M.,1,1
3829,KN Dv 9627,https://liber.cnr.it/tablet/view/3829,,,117,,,Herakleion M.,0,0
3830,KN Dv 9628+9663,https://liber.cnr.it/tablet/view/3830,,,117,,,Herakleion M.,1,1
3831,KN Dv 9629,https://liber.cnr.it/tablet/view/3831,,,117,,,Herakleion M.,0,0
3833,KN Dv 9632,https://liber.cnr.it/tablet/view/3833,,,117,,,Herakleion M.,1,1
3834,KN Dv 9633,https://liber.cnr.it/tablet/view/3834,,,117,,,Herakleion M.,0,0
3835,KN Dv 9634,https://liber.cnr.it/tablet/view/3835,,,117,,,Herakleion M.,0,0
3836,KN Dv 9635,https://liber.cnr.it/tablet/view/3836,,,117,,,Herakleion M.,0,0
3837,KN Dv 9638,https://liber.cnr.it/tablet/view/3837,,,117,,,Herakleion M.,0,0
3838,KN Dv 9639,https://liber.cnr.it/tablet/view/3838,,,117,,,Herakleion M.,0,0
3839,KN Dv 9640,https://liber.cnr.it/tablet/view/3839,,,117,,,Herakleion M.,0,0
3840,KN Dv 9641,https://liber.cnr.it/tablet/view/3840,,,117,,,Herakleion M.,1,1
3841,KN Dv 9642,https://liber.cnr.it/tablet/view/3841,,,117,,,Herakleion M.,1,1
3842,KN Dv 9643,https://liber.cnr.it/tablet/view/3842,,,117,,,Herakleion M.,1,1
3843,KN Dv 9644,https://liber.cnr.it/tablet/view/3843,,,117,,,Herakleion M.,1,1
3844,KN Dv 9645,https://liber.cnr.it/tablet/view/3844,,,117,,,Herakleion M.,1,1
3845,KN Dv 9646,https://liber.cnr.it/tablet/view/3845,,,117,,,Herakleion M.,0,0
3846,KN Dv 9647,https://liber.cnr.it/tablet/view/3846,,,117,,,Herakleion M.,0,0
3847,KN Dv 9648,https://liber.cnr.it/tablet/view/3847,,,117,,,Herakleion M.,0,0
3848,KN Dv 9649,https://liber.cnr.it/tablet/view/3848,,,117,,,Herakleion M.,0,0
3849,KN Dv 9650,https://liber.cnr.it/tablet/view/3849,,,117,,,Herakleion M.,0,0
3850,KN Dv 9651,https://liber.cnr.it/tablet/view/3850,,,117,,,Herakleion M.,0,0
3851,KN Dv 9652,https://liber.cnr.it/tablet/view/3851,,,117,,,Herakleion M.,1,1
3852,KN Dv 9653,https://liber.cnr.it/tablet/view/3852,,,117,,,Herakleion M.,0,0
3853,KN Dv 9655,https://liber.cnr.it/tablet/view/3853,,,117,,,Herakleion M.,0,0
3854,KN Dv 9657,https://liber.cnr.it/tablet/view/3854,,,117,,,Herakleion M.,0,0
3855,KN Dv 9659,https://liber.cnr.it/tablet/view/3855,,,117,,,Herakleion M.,0,0
3856,KN Dv 9661,https://liber.cnr.it/tablet/view/3856,,,117,,,Herakleion M.,0,0
3858,KN Dv 10012,https://liber.cnr.it/tablet/view/3858,,,117,,,Herakleion M.,1,1
3859,KN Dv 10016,https://liber.cnr.it/tablet/view/3859,,,117,,,Herakleion M.,0,0
3860,KN Dv 10091,https://liber.cnr.it/tablet/view/3860,,,117,,,Herakleion M.,0,0
3861,KN Dv 10092,https://liber.cnr.it/tablet/view/3861,,,117,,,Herakleion M.,0,0
3862,KN E 36,https://liber.cnr.it/tablet/view/3862,(B1) S. of S.W. Pillar Room,,,,LM III A2,Herakleion M. 473,9,4
3863,KN F(1) 71,https://liber.cnr.it/tablet/view/3863,(C) Room of the Chariot Tablets,,124-5,,LM II-III A,Herakleion M. 917,3,2
3864,KN E(1) 132,https://liber.cnr.it/tablet/view/3864,(C) Room of the Chariot Tablets,,124-7,,LM II-III A,Herakleion M. 777,2,2
3865,KN E(1) 165,https://liber.cnr.it/tablet/view/3865,(C) Room of the Chariot Tablets,,124,,LM II-III A,Herakleion M. 838,8,8
3866,KN E(1) 288,https://liber.cnr.it/tablet/view/3866,(C) Room of the Chariot Tablets,,124,,LM II-III A,"Herakleion M. 1502, G.1528",5,2
3867,KN E(2) 668,https://liber.cnr.it/tablet/view/3867,(F14) W. Magazine XV,,103,,LM III A2,Herakleion M. 115,21,13
3868,KN E(2) 669,https://liber.cnr.it/tablet/view/3868,(F14) W. Magazine XV,,103,,LM III A2,Herakleion M. 1147,20,15
3869,KN E(2) 670,https://liber.cnr.it/tablet/view/3869,(F14) W. Magazine XV,,103,,LM III A2,Herakleion M. 1148,18,10
3870,KN E 749+5532+fr.,https://liber.cnr.it/tablet/view/3870,(I1) Room of Flower Gatherer,,136,,LM III A2,Herakleion M. 264,43,25
3871,KN E 777,https://liber.cnr.it/tablet/view/3871,(I2) Spiral Cornice Room,,,,LM III A2,Ashmolean M. 1910.214,38,19
3872,KN E 842,https://liber.cnr.it/tablet/view/3872,(I3) Area of Bull Relief,,,,LM III A2,Herakleion M. 148,35,25
3873,KN E 843+frr.(4)[+]9916[+]fr.,https://liber.cnr.it/tablet/view/3873,(I3) Area of Bull Relief,,102a,,LM III A2,Herakleion M. 666,28,12
3874,KN E 846,https://liber.cnr.it/tablet/view/3874,(I3) Area of Bull Relief,,,,LM III A2,Herakleion M. 849,10,5
3875,KN E 847+5739+7341+9344+fr.,https://liber.cnr.it/tablet/view/3875,(I3) Area of Bull Relief,,,,LM III A2,Herakleion M. 1109,28,21
3876,KN E 848[+]8040,https://liber.cnr.it/tablet/view/3876,(I3) Area of Bull Relief,,102a??,,LM III A2,Herakleion M. 1111,9,5
3877,KN E 849,https://liber.cnr.it/tablet/view/3877,(I3) Area of Bull Relief,,136?,,LM III A2,Herakleion M. 1180,10,5
3878,KN E 850,https://liber.cnr.it/tablet/view/3878,(I3) Area of Bull Relief,,,,LM III A2,Herakleion M. 151,9,6
3879,KN E 971,https://liber.cnr.it/tablet/view/3879,(I3) Area of Bull Relief,,,,LM III A2,Herakleion M. 1186,7,3
3880,KN E 1035+5747,https://liber.cnr.it/tablet/view/3880,(I3) Area of Bull Relief,,,,LM III A2,Herakleion M. 670,9,5
3881,KN E 1569+7349+7843+8004+fr.,https://liber.cnr.it/tablet/view/3881,,,,,,Ashmolean M. 1938.710 / Herakleion M.,16,9
3882,KN E 1574,https://liber.cnr.it/tablet/view/3882,(J2bis) S. Doorway of Hall of Colonnades,,,,LM III A2,Herakleion M. 609,4,4
3883,KN E 4466,https://liber.cnr.it/tablet/view/3883,(L) Arsenal,,,LM III A2,Herakleion M. 1464,11,8
3885,KN E 5556,https://liber.cnr.it/tablet/view/3885,,,,,,Herakleion M.,6,6
3886,KN E 7338+fr.,https://liber.cnr.it/tablet/view/3886,— Box VI (N. Entrance),Box VI (N. Entrance),234?,,,Herakleion M.,2,2
3887,KN E 7339+9301,https://liber.cnr.it/tablet/view/3887,,,,,,Herakleion M.,7,4
3888,KN E 7340+10029+frr.(3),https://liber.cnr.it/tablet/view/3888,— Box VII (N. Entrance),Box VII (N. Entrance),,,,Herakleion M.,3,3
3889,KN E 7350+frr.,https://liber.cnr.it/tablet/view/3889,— Box IV (W. Magazines),Box IV (W. Magazines),,,,Herakleion M.,5,5
3890,KN E 7354,https://liber.cnr.it/tablet/view/3890,,,,,,Herakleion M.,3,3
3891,KN F(1) 7364+fr.,https://liber.cnr.it/tablet/view/3891,,,124-5,,,Herakleion M.,4,4
3892,KN E(1) 8122,https://liber.cnr.it/tablet/view/3892,,,124,,,Herakleion M.,6,3
3893,KN E(1) 8435,https://liber.cnr.it/tablet/view/3893,,,124?,,,Herakleion M.,2,2
3894,KN E 9178,https://liber.cnr.it/tablet/view/3894,,,,,,Herakleion M.,4,4
3895,KN E 9295+frr.(3),https://liber.cnr.it/tablet/view/3895,,,,,,Herakleion M.,2,2
3896,KN E 9322,https://liber.cnr.it/tablet/view/3896,,,,,,Herakleion M.,1,1
3897,KN E 9754+9827+9857+9908,https://liber.cnr.it/tablet/view/3897,,,,,,Herakleion M.,6,6
3898,KN E 9840,https://liber.cnr.it/tablet/view/3898,,,,,,Herakleion M.,2,2
3900,KN F(1) 51,https://liber.cnr.it/tablet/view/3900,(C) Room of the Chariot Tablets,,124-D,,LM II-III A,Herakleion M. 183,37,31
3901,KN F(1) 153+7348+fr.[+]7748+8529,https://liber.cnr.it/tablet/view/3901,(C) Room of the Chariot Tablets,,124-θ,,LM II-III A,Herakleion M. 836,51,25
3902,KN F(1) 157+fr.[+]7356,https://liber.cnr.it/tablet/view/3902,(C) Room of the Chariot Tablets,,124-D,,LM II-III A,Herakleion M. 839,24,18
3903,KN F(1) 193+7361+fr.,https://liber.cnr.it/tablet/view/3903,(C) Room of the Chariot Tablets,,124-5,,LM II-III A,Herakleion M. 802,10,7
3905,KN F 726,https://liber.cnr.it/tablet/view/3905,(G1) Gallery of Jewel Fresco,,,,LM III A2,Herakleion M. 1160,9,6
3906,KN F 741[+]8242,https://liber.cnr.it/tablet/view/3906,(H3) Corridor of Stone Basin,,,,LM III A2,Herakleion M. 1026,27,17
3907,KN F(2) 841+867,https://liber.cnr.it/tablet/view/3907,(I3) Area of Bull Relief,,,,LM III A2,Herakleion M. 100 + 663,52,25
3908,KN F(2) 844,https://liber.cnr.it/tablet/view/3908,"(I3) Area of Bull Relief ? Minos 31-32, p. 82","? Minos 31-32, p. 82",,,LM III A2,Herakleion M. 1098,14,14
3909,KN F(2) 845+5005,https://liber.cnr.it/tablet/view/3909,(I3) Area of Bull Relief,,,,LM III A2,Herakleion M. 543 + 883,9,7
3910,KN F(2) 851,https://liber.cnr.it/tablet/view/3910,(I3) Area of Bull Relief,,,,LM III A2,Herakleion M. 1187,12,8
3911,KN F(2) 852+8071+9919+frr.(4),https://liber.cnr.it/tablet/view/3911,(I3) Area of Bull Relief,,234,,LM III A2,Herakleion M. 106,16,11
3912,KN F(2) 853+5947+6035,https://liber.cnr.it/tablet/view/3912,"(I3) Area of Bull Relief Minos 31-32, p. 80, 110; Minos 35-36, p. 225 (ex I3?)","Minos 31-32, p. 80, 110; Minos 35-36, p. 225 (ex I3?)",,,LM III A2,Herakleion M.,5,5
3913,KN F(2) 854,https://liber.cnr.it/tablet/view/3913,(I3) Area of Bull Relief,,102a,,LM III A2,Herakleion M. 197,16,11
3914,KN F(2) 866,https://liber.cnr.it/tablet/view/3914,(I3) Area of Bull Relief,,,,LM III A2,Herakleion M. 1096,10,5
3915,KN F(2) 5001+frr.(4),https://liber.cnr.it/tablet/view/3915,,,234,,,Herakleion M.,13,13
3916,KN F(2) 5043+frr.,https://liber.cnr.it/tablet/view/3916,,,,,,Herakleion M. 1047,15,15
3917,KN F(1) 5079+8259,https://liber.cnr.it/tablet/view/3917,,,124-D,,,Herakleion M. 1245,29,21
3918,KN F(2) 7050+7342,https://liber.cnr.it/tablet/view/3918,,,,,,Herakleion M.,6,6
3919,KN F 7337,https://liber.cnr.it/tablet/view/3919,,,,,,Herakleion M.,2,2
3920,KN F(2) 7343,https://liber.cnr.it/tablet/view/3920,,,,,,Herakleion M.,3,3
3921,KN F(2) 7345+9823+frr.(3),https://liber.cnr.it/tablet/view/3921,,,,,,Herakleion M.,9,9
3922,KN F(2) 7346,https://liber.cnr.it/tablet/view/3922,,,,,,Herakleion M.,2,2
3923,KN F(2) 7357,https://liber.cnr.it/tablet/view/3923,,,,,,Herakleion M.,3,3
3924,KN F(1) 7359,https://liber.cnr.it/tablet/view/3924,,,124-5,L iota,,Herakleion M.,4,4
3925,KN F(1) 7360+8028,https://liber.cnr.it/tablet/view/3925,,,124-5,L iota,,Herakleion M.,3,3
3926,KN F(1) 7362,https://liber.cnr.it/tablet/view/3926,,,124-2,,,Herakleion M.,6,5
3927,KN F 7542,https://liber.cnr.it/tablet/view/3927,,,,,,Herakleion M.,8,8
3929,KN F 8000,https://liber.cnr.it/tablet/view/3929,,,,,,Herakleion M.,4,4
3930,KN F(1) 8139,https://liber.cnr.it/tablet/view/3930,,,124-2,,,Herakleion M.,5,3
3932,KN F(1) 9110,https://liber.cnr.it/tablet/view/3932,,,124,,,Herakleion M.,3,3
3933,KN F 9179,https://liber.cnr.it/tablet/view/3933,,,,,,Herakleion M.,3,3
3934,KN Fh 339,https://liber.cnr.it/tablet/view/3934,(E1) Room of Column Bases,,141,,LM III A2,Herakleion M. 246,9,4
3935,KN Fh 340,https://liber.cnr.it/tablet/view/3935,(E1) Room of Column Bases,,141,,LM III A2,Herakleion M. 247,11,7
3936,KN Fh 341,https://liber.cnr.it/tablet/view/3936,(E1) Room of Column Bases,,141,,LM III A2,Herakleion M. 243,13,8
3937,KN Fh 342,https://liber.cnr.it/tablet/view/3937,(E1) Room of Column Bases,,141,,LM III A2,Herakleion M. 245,11,6
3938,KN Fh 343,https://liber.cnr.it/tablet/view/3938,(E1) Room of Column Bases,,141,,LM III A2,Herakleion M. 244,17,11
3939,KN Fh 344,https://liber.cnr.it/tablet/view/3939,(E1) Room of Column Bases,,141,Anonymos VI,LM III A2,Herakleion M. 249,7,3
3940,KN Fh 345,https://liber.cnr.it/tablet/view/3940,(E1) Room of Column Bases,,141,,LM III A2,Herakleion M. 251,6,4
3941,KN Fh 346,https://liber.cnr.it/tablet/view/3941,(E1) Room of Column Bases,,141?,,LM III A2,Herakleion M. 216,6,3
3942,KN Fh 347+9093+fr.,https://liber.cnr.it/tablet/view/3942,(E1) Room of Column Bases,,141,,LM III A2,Herakleion M. 238,28,16
3943,KN Fh 348,https://liber.cnr.it/tablet/view/3943,(E1) Room of Column Bases,,141,,LM III A2,Herakleion M. 242,19,10
3944,KN Fh 349+frr.(3),https://liber.cnr.it/tablet/view/3944,(E1) Room of Column Bases,,141,R iota,LM III A2,Herakleion M. 404,11,6
3945,KN Fh 350,https://liber.cnr.it/tablet/view/3945,(E1) Room of Column Bases,,141,,LM III A2,Herakleion M. 405,6,3
3946,KN Fh 351,https://liber.cnr.it/tablet/view/3946,(E1) Room of Column Bases,,141,,LM III A2,Herakleion M. 400,6,4
