linear_b,word_type,part_of_speech,inflection,confidence,greek,reasoning
po-pi,0,-1,-1,0.2,ποφι,"The provided information is insufficient to confidently classify 'po-pi'. The lexicon entry 'with legs' is vague and doesn't provide enough context. The cognate 'ποφι' is not a standard Greek word, making it difficult to determine the word type, part of speech, or inflection. Without more information, I cannot make an accurate classification."
po-pu-re-ja,3,0,1,0.95,πορφυρεια,"The word 'po-pu-re-ja' has the Greek cognate 'πορφυρεια' (porphyreia), which means 'purple'. The Linear B word likely refers to something purple, making it a common word. The ending '-ja' corresponds to the thematic -a declension, suggesting it's a noun in the thematic -a class. The lexicon entries also support this classification, indicating 'purple (fem.)'. Therefore, it's a common noun with thematic -a inflection."
po-pu-re-jo,0,0,0,0.9,πορφυρειος,"The word 'po-pu-re-jo' has the cognate 'πορφυρειος', which is a personal name (anthroponym). The Linear B word ends in '-jo', corresponding to the thematic -o declension. Therefore, it's classified as an anthroponym (word_type = 0), a noun (part_of_speech = 0), and thematic in -o (inflection = 0)."
po-pu-ryo,0,0,2,0.9,πορφυριων,"The word 'po-pu-ryo' has the cognate 'πορφυριων', which is a personal name (anthroponym). The ending '-ryo' corresponds to the athematic inflection, as the cognate πορφυριων is an athematic noun. The -ων ending in the cognate corresponds to the variable ending of the athematic declension."
po-qa,3,0,1,0.95,φορβη,"The word 'po-qa' has the cognate 'φορβη', which means 'grazing feed'. This suggests that 'po-qa' is a common noun. The ending '-a' suggests that it is a thematic noun in -a, corresponding to the first declension in ancient Greek."
po-qe-wi-a,3,0,1,0.95,φορβειαι|φορεfιαι,"The word 'po-qe-wi-a' has the cognates 'φορβειαι/φορεfιαι', which means 'halters'. The Linear B word likely represents a plural form of the noun. The ending '-a' suggests a thematic noun in -a, corresponding to the plural form of the cognates. Therefore, it is classified as a common noun, thematic in -a."
po-qe-wi-ja,3,0,1,0.95,φορβεια,"The word 'po-qe-wi-ja' has the Greek cognate 'φορβεια' (phorbia), which means 'halters'. This indicates that 'po-qe-wi-ja' is a common noun. The ending '-ja' corresponds to the thematic inflection in -a, typical of feminine nouns. Chadwick & Ventris also suggest it is a dative plural, which would fit the -ai ending in the declension table for thematic -a nouns."
po-re-na,3,2,1,0.9,φερομαι|φορηναι,"The word 'po-re-na' has cognates 'φερομαι' and 'φορηναι'. 'φερομαι' means 'to be brought' and 'φορηναι' is the infinitive form. The lexicon entry suggests 'attendees in sacrificial ceremonies', which aligns with the meaning of 'being brought' or 'to be brought'. The ending '-na' suggests a participle form, specifically the medium/passive participle ending in '-me-na' in ancient Greek. Therefore, it is classified as an adjective (participle) with thematic inflection in -a."
po-ri-ko,0,0,0,0.95,πολιχος,"The word 'po-ri-ko' has the Greek cognate 'πολιχος', which Chadwick & Ventris identify as an anthroponym (person name). The Linear B word ends in '-ko', corresponding to the thematic -o ending, indicating a thematic noun in -o."
po-ri-wa,3,2,1,0.9,πολιfα,"The word 'po-ri-wa' has the cognate 'πολιfα', which suggests it is an adjective meaning 'grey'. The ending '-wa' corresponds to the thematic inflection in '-a', typical of adjectives (and nouns) of the first declension."
po-ri-wo,0,0,0,0.9,πολιfος,The word 'po-ri-wo' has the cognate 'πολιfος'. The lexicon entries suggest it's a personal name (anthroponym). The ending '-o' suggests it's a thematic noun in -o.
po-ro,3,0,0,0.9,πωλος|πωρος,"The word 'po-ro' has two possible cognates: 'πωλος' (foal) and 'πωρος' (porous stone/kind of marble). Both are nouns. Given the ending '-o', it is likely a thematic noun in -o. Therefore, it is classified as a common noun with thematic inflection in -o."
po-ro-du-ma-te,3,2,0,0.9,προδυματες,"The word 'po-ro-du-ma-te' has the cognate 'προδυματες'. The Linear B word ends in '-te', which is a suffix that can be ignored. Therefore, we consider 'po-ro-du-ma'. The cognate 'προδυματες' suggests a connection to 'προθυμος' (prothumos), meaning 'willing, eager'. The ending '-os' suggests an adjective. The Linear B word 'po-ro-du-ma' can be interpreted as an adjective. The ending '-ma' suggests a thematic adjective in -o (neuter plural or accusative singular). Therefore, the word is classified as a common adjective with thematic inflection in -o."
po-ro-e-ke,3,2,2,0.9,προεχης,"The word 'po-ro-e-ke' has the cognate 'προεχης' (proekhes), which means 'projecting, prominent'. This is an adjective. The ending '-e-ke' corresponds to the athematic form of adjectives, similar to the athematic nouns. Therefore, the inflection is classified as 2 (athematic)."
po-ro-ko-re-te-re,3,0,2,0.9,προκορετερες,"The word 'po-ro-ko-re-te-re' has the cognate 'προκορετερες', which means 'vice-mayors'. According to the lexicon, it is an official title. The ending '-te-re' corresponds to the athematic plural nominative/accusative form. Therefore, it is a common noun with athematic inflection."
po-ro-ko-re-te-re-qe,0,0,2,0.9,προκορητης,"The word is 'po-ro-ko-re-te-re-qe'. After removing the suffix '-qe', we have 'po-ro-ko-re-te-re'. The cognate is 'προκορητης'. This suggests it's an anthroponym (person name). The ending '-re' is likely a syllabic representation of a suffix, and the cognate ends in '-ης', which is a typical athematic ending. Therefore, it's an athematic noun."
po-ro-ko-wa,3,0,0,0.9,προχοfη|προβολη,"The word 'po-ro-ko-wa' has cognates 'προχοη' and 'προβολη'. The lexicon entries suggest meanings related to 'outpouring' or 'advanced'. Given the -o ending, it is likely a thematic noun in -o. Therefore, it is classified as a common noun with thematic inflection."
po-ro-su-re,3,2,2,0.9,πωλοσυρης,"The word 'po-ro-su-re' has the cognate 'πωλοσυρης', which is interpreted as 'pulled by horses'. This suggests it's a verbal adjective or participle describing something being pulled by horses. Therefore, it's classified as an adjective (part_of_speech = 2). The ending '-re' doesn't directly correspond to a thematic -o or -a ending. However, considering the athematic declension and the cognate, it's more likely an athematic form (inflection = 2), possibly a nominative singular form. The word type is 'common' (5) as it describes a general attribute."
po-ro-te-ra,3,2,1,0.95,προτερα,"The word 'po-ro-te-ra' has the Greek cognate 'προτερα' (protera), which is the comparative form of 'πρότερος' (proteros) meaning 'earlier' or 'former'. This is an adjective. The ending '-a' suggests that it is a thematic adjective in -a."
po-ro-te-u,0,0,2,0.95,πρωτευς,"The word 'po-ro-te-u' has the Greek cognate 'πρωτευς' (Proteus). The lexicon entries also indicate that it is an anthroponym (personal name). The ending '-u' suggests an athematic inflection, consistent with the Greek cognate πρωτευς, which is an athematic noun. Therefore, it is classified as an anthroponym (word_type = 0), noun (part_of_speech = 0), and athematic inflection (inflection = 2)."
po-ro-u-te-u,0,0,2,0.95,πλουτευς,"The word 'po-ro-u-te-u' has the Greek cognate 'πλουτευς', which means 'wealthy man'. This suggests it is an anthroponym (personal name). The ending '-u' indicates an athematic noun inflection, similar to other anthroponyms like 'a-ke-re-u' (αγρευς) and 'ka-ke-u' (χαλκευς)."
po-ro-u-te-we,0,0,2,0.9,πλουτεfες,"The word 'po-ro-u-te-we' has the cognate 'πλουτεfες', which suggests it is a personal name. The lexicon also indicates it is a personal name. The ending '-we' does not match the thematic declensions in -o or -a. The cognate 'πλουτεfες' suggests an athematic declension. Therefore, it is classified as an anthroponym (word_type = 0), a noun (part_of_speech = 0), and athematic (inflection = 2)."
po-ro-u-te-wo,0,0,2,0.9,πλουτευς,"The word 'po-ro-u-te-wo' has the cognate 'πλουτευς' (plouteus), which means 'rich man' or 'wealthy person'. The lexicon entry also indicates it's a personal name. The ending '-wo' suggests a genitive form of an athematic noun. The nominative form would be something like 'plouteus', and the genitive would be 'plouteos', which is consistent with the Linear B form. Therefore, it's classified as an anthroponym (personal name), a noun, and athematic."
po-ro-wi-to,3,2,0,0.9,πλωfιστος,"The word 'po-ro-wi-to' has the cognate 'πλωfιστος', which suggests it is an adjective. The ending '-to' corresponds to the thematic -o ending, indicating a thematic adjective. Therefore, part of speech is adjective (2) and inflection is thematic in -o (0). It is a common word."
po-ro-wi-to-jo,3,0,0,0.95,πλωfιστοιο,"The word 'po-ro-wi-to-jo' has the Greek cognate 'πλωfιστοιο'. The Linear B word ends in '-jo', which corresponds to the genitive singular ending '-ojo' of thematic nouns in -o. The Greek cognate confirms that it is a genitive singular form. The lexicons indicate it's a month name, so it's a common noun."
po-ru-ka-to,0,0,0,0.95,πολυκαστος,"The word 'po-ru-ka-to' has the Greek cognate 'πολυκαστος', which is a personal name. The Linear B word ends in '-to', corresponding to the thematic -o ending, indicating a thematic noun in -o. Therefore, it is classified as an anthroponym (personal name), a noun, and has a thematic inflection in -o."
po-ru-po-de,0,0,0,0.95,πολυποδει|πολυπους,"The word 'po-ru-po-de' has the Greek cognates 'πολυποδει' and 'πολυπους', both referring to an octopus. The Linear B word likely represents a form of the word for 'octopus'. The suffix '-de' can be ignored. The remaining part 'po-ru-po' can be interpreted as a thematic noun in -o, referring to an animal. The cognates confirm that it is an animal name."
po-ru-po-de-qe,3,0,2,0.9,πολυπους,"The word is 'po-ru-po-de-qe'. Removing the suffix '-qe', we have 'po-ru-po-de'. The cognate is 'πολυπους' (polypous), meaning 'octopus'. This is a common noun. The ending '-de' is not a standard thematic ending. The ancient greek cognate is an athematic noun, so the linear B word is classified as athematic."
po-ru-qo-ta,0,0,0,0.95,πολυβοτας,"The word 'po-ru-qo-ta' has the Greek cognate 'πολυβοτας', which is a personal name (anthroponym) meaning 'rich in cattle'. The Linear B word ends in '-ta', which corresponds to the thematic inflection in -a (nominative singular) after removing the final consonant. Therefore, it is classified as an anthroponym, a noun, and thematic in -o (because the cognate ends in -as, which is a thematic noun in -o in the nominative singular)."
po-se-da-o,0,0,0,0.95,ποσειδαονει|ποσειδαων|ποσειδων,"The word 'po-se-da-o' has Greek cognates Ποσειδαονει, Ποσειδαων, and Ποσειδων, all related to Poseidon. The lexicon entries also confirm it's a theonym (deity name). The word ends in '-o', suggesting a thematic noun in -o. The cognates suggest that it could be a nominative or dative form. Given the lexicon entries mentioning dative and genitive forms, and the fact that the nominative form of Poseidon is Ποσειδων, I classify it as a thematic noun in -o, likely a nominative or dative form of Poseidon."
po-se-da-o-ne,0,0,2,0.95,ποσειδαων|ποσειδονι,"The word 'po-se-da-o-ne' has the Greek cognates 'ποσειδαων' and 'ποσειδονι', which are forms of Poseidon's name. The lexicon entry confirms it's a god's name. The ending '-ne' corresponds to the athematic dative singular inflection, as seen in the cognate 'ποσειδονι'. Therefore, it's a theonym (deity name), a noun, and athematic."
po-se-da-o-ni,0,0,2,0.95,ποσειδαων|ποσειδαοι|ποσειδαος|ποσειδονι,"The word 'po-se-da-o-ni' has Greek cognates related to Poseidon (ποσειδαων, ποσειδαοι, ποσειδαος, ποσειδονι), indicating it's a theonym (deity name). The ending '-ni' suggests a dative form, and the cognates show variations that are consistent with athematic declension. Therefore, it's classified as a theonym, a noun, and athematic."
