linear_b,word_type,part_of_speech,inflection,confidence,reasoning
po-re-na,5,2,1,0.95,"The word 'po-re-na' has cognates 'φερομαι' and 'φορηναι'. 'φερομαι' means 'to be brought', and 'φορηναι' is the infinitive form. The lexicon entry suggests 'attendees in sacrificial ceremonies', which aligns with the meaning of 'being brought' or 'to be brought'. The ending '-na' suggests a participle form, specifically the medium/passive participle ending in '-me-na' (φορημενα would be the ancient greek form). Therefore, it is classified as an adjective (participle) with thematic inflection in -a."
po-ri-ko,0,0,0,0.95,"The word 'po-ri-ko' has the Greek cognate 'πολιχος', which Chadwick & Ventris identify as an anthroponym (person name). The Linear B word ends in '-ko', corresponding to the thematic -o ending, indicating a thematic noun in -o."
po-ri-wa,5,2,1,0.9,"The word 'po-ri-wa' has the cognate 'πολιfα', which suggests it is an adjective meaning 'grey'. The ending '-wa' corresponds to the thematic inflection in '-a', typical of adjectives (and nouns) of the first declension."
po-ri-wo,0,0,0,0.9,The word 'po-ri-wo' has the cognate 'πολιfος'. The lexicon entries suggest it's a personal name (anthroponym). The ending '-o' suggests it's a thematic noun in -o.
po-ro,1,0,0,0.95,"The word 'po-ro' has two possible cognates: 'πωλος' (foal) and 'πωρος' (porous stone). The lexicon entries support both meanings. However, given the administrative context of Linear B, 'foal' (young horse) is more likely than 'porous stone'. The word ends in '-o', suggesting a thematic noun in -o. Therefore, it is classified as an animal name (foal), a noun, and thematic in -o."
po-ro-du-ma-te,5,2,0,0.9,"The word 'po-ro-du-ma-te' has the cognate 'προδυματες'. The Linear B word ends in '-te', which is a suffix that can be ignored. Therefore, we consider 'po-ro-du-ma'. The cognate 'προδυματες' suggests a connection to 'προθυμος' (prothumos), meaning 'willing, eager'. The ending '-os' suggests an adjective. The Linear B word 'po-ro-du-ma' can be interpreted as an adjective. The ending '-ma' suggests a thematic adjective in -o (neuter plural or accusative singular). Therefore, the word is classified as a common adjective with thematic inflection in -o."
po-ro-e-ke,5,2,2,0.9,"The word 'po-ro-e-ke' has the cognate 'προεχης' (proekhes), which is an adjective meaning 'projecting, prominent'. The Linear B word likely represents a similar adjective. The ending '-e-ke' suggests an athematic inflection, as it doesn't fit the thematic -o or -a patterns. The ancient greek cognate is an adjective of the third class, so it is athematic."
po-ro-ko-re-te-re,5,0,2,0.9,"The word 'po-ro-ko-re-te-re' has the cognate 'προκορετερες', which means 'vice-mayors'. According to the lexicon, it is an official title. The ending '-te-re' corresponds to the athematic plural nominative/accusative form. Therefore, it is a common noun with athematic inflection."
po-ro-ko-re-te-re-qe,0,0,2,0.9,"The word is 'po-ro-ko-re-te-re-qe'. After removing the suffix '-qe', we have 'po-ro-ko-re-te-re'. The cognate is 'προκορητης'. This suggests it's an anthroponym (person name). The ending '-re' is likely a syllabic representation of a suffix, and the cognate ends in '-ης', which is a typical athematic ending. Therefore, it's an athematic noun."
po-ro-ko-wa,5,0,0,0.85,"The word 'po-ro-ko-wa' has cognates 'προχοη' and 'προβολη'. Both suggest a common noun related to 'outpouring' or 'advance'. The ending '-wa' suggests a thematic noun in -a, but given the cognates and the declension table, it is more likely a thematic noun in -o (masculine/neuter accusative or nominative plural). Therefore, it's classified as a common noun with thematic inflection in -o."
po-ro-su-re,5,2,2,0.9,"The word 'po-ro-su-re' has the cognate 'πωλοσυρης', which is interpreted as 'pulled by horses'. This suggests it's a verbal adjective or participle describing something being pulled by horses. Therefore, it's classified as an adjective (part_of_speech = 2). The ending '-re' doesn't directly correspond to a thematic -o or -a ending. However, considering the athematic declension and the cognate, it's more likely an athematic form (inflection = 2), possibly a nominative singular form. The word type is 'common' (5) as it describes a general attribute."
po-ro-te-ra,5,2,1,0.95,"The word 'po-ro-te-ra' has the Greek cognate 'προτερα' (protera), which is the comparative form of 'πρότερος' (proteros) meaning 'earlier' or 'former'. This is an adjective. The ending '-a' suggests that it is a thematic adjective in -a."
po-ro-te-u,0,0,2,0.95,"The word 'po-ro-te-u' has the cognate 'πρωτευς' (Proteus), which is a personal name (anthroponym). The Linear B word ends in '-u', which corresponds to the nominative singular ending of athematic nouns in ancient Greek (like χαλκευς). Therefore, it is classified as an anthroponym, a noun, and athematic."
po-ro-u-te-u,0,0,2,0.95,"The word 'po-ro-u-te-u' has the Greek cognate 'πλουτευς', which means 'wealthy man'. This suggests it is an anthroponym (personal name). The ending '-u' indicates an athematic noun inflection, similar to other anthroponyms like 'a-ke-re-u' (αγρευς) and 'ka-ke-u' (χαλκευς)."
po-ro-u-te-we,0,0,2,0.9,"The word 'po-ro-u-te-we' has the cognate 'πλουτεfες', which suggests it is a personal name (anthroponym). The ending '-we' does not correspond to any thematic declension. The cognate 'πλουτεfες' suggests an athematic declension. Therefore, it is classified as an anthroponym (word_type = 0), a noun (part_of_speech = 0), and athematic (inflection = 2)."
po-ro-u-te-wo,0,0,2,0.9,"The word 'po-ro-u-te-wo' has the cognate 'πλουτευς' (plouteus), which means 'rich man' or 'wealthy person'. The lexicon entry also indicates it's a personal name. The ending '-wo' suggests a genitive form of an athematic noun. The nominative form would be something like 'plouteus', and the genitive would be 'plouteos', which is consistent with the Linear B form. Therefore, it's classified as an anthroponym (personal name), a noun, and athematic."
po-ro-wi-to,5,2,0,0.9,"The word 'po-ro-wi-to' has the cognate 'πλωfιστος', which suggests it is an adjective. The ending '-to' corresponds to the thematic -o ending, indicating a thematic adjective. Therefore, part of speech is adjective (2) and inflection is thematic in -o (0). It is a common word."
po-ro-wi-to-jo,5,0,0,0.95,"The word 'po-ro-wi-to-jo' has the Greek cognate 'πλωfιστοιο'. The Linear B word ends in '-jo', which corresponds to the genitive singular ending '-ojo' of thematic nouns in -o. The Greek cognate confirms that it is a genitive singular form. The lexicons indicate it's a month name, so it's a common noun."
po-ru-ka-to,0,0,0,0.95,"The word 'po-ru-ka-to' has the Greek cognate 'πολυκαστος', which is a personal name. The Linear B word ends in '-to', corresponding to the thematic -o ending, indicating a thematic noun in -o. Therefore, it is classified as an anthroponym (personal name), a noun, and has a thematic inflection in -o."
po-ru-po-de,1,0,0,0.95,"The word 'po-ru-po-de' has the cognates 'πολυποδει' and 'πολυπους', both referring to 'octopus'. The Linear B word likely represents a form of 'octopus'. The suffix '-de' can be ignored. The remaining part 'po-ru-po' ends in '-o', suggesting a thematic noun in -o. Therefore, it is classified as an animal name (word_type = 1), a noun (part_of_speech = 0), and thematic in -o (inflection = 0)."
po-ru-po-de-qe,5,0,2,0.9,"The word 'po-ru-po-de-qe' has the cognate 'πολυπους' (polypous), meaning 'octopus'. Removing the suffix '-qe', we have 'po-ru-po-de'. The cognate is an athematic noun, and the Linear B word reflects this athematic nature. The ending '-de' is not a standard thematic ending, and the cognate is athematic, so we classify it as athematic."
po-ru-qo-ta,0,0,0,0.95,"The word 'po-ru-qo-ta' has the Greek cognate 'πολυβοτας', which is a personal name (anthroponym) meaning 'rich in cattle'. The Linear B word ends in '-ta', which corresponds to the thematic inflection in -a (nominative singular) after removing the final consonant. Therefore, it is classified as an anthroponym, a noun, and thematic in -o (because the cognate ends in -as, which is a thematic noun in -o in the nominative singular)."
po-se-da-o,2,0,0,0.95,"The word 'po-se-da-o' has Greek cognates Ποσειδαονει, Ποσειδαων, and Ποσειδων, all related to Poseidon. The lexicon entries also confirm it as the theonym Poseidon. The ending '-o' suggests a thematic noun in -o, likely a nominative or dative form."
po-se-da-o-ne,2,0,2,0.95,"The word 'po-se-da-o-ne' has the Greek cognates 'ποσειδαων' and 'ποσειδονι', which are forms of Poseidon. The lexicon entry confirms it's a god's name. The ending '-ne' corresponds to the athematic dative singular inflection, as seen in the cognate 'ποσειδονι'. Therefore, it's a theonym (deity name), a noun, and athematic."
po-se-da-o-ni,2,0,2,0.95,"The word 'po-se-da-o-ni' has Greek cognates related to Poseidon (ποσειδαων, ποσειδαοι, ποσειδαος, ποσειδονι), indicating it's a theonym (deity name). The ending '-ni' corresponds to the dative singular case in ancient greek, and the cognates suggest an athematic declension. Therefore, it's classified as a theonym, noun, and athematic inflection."
po-se-da-o-no,2,0,0,0.95,"The word 'po-se-da-o-no' has the cognate 'ποσειδαων', which refers to Poseidon, a deity. Therefore, the word type is 'theonym'. The Linear B word ends in '-o', suggesting a thematic noun in -o. The cognate ποσειδαων is a noun, so the part of speech is noun."
po-si,5,3,-1,0.7,"The word 'po-si' has the cognate 'ποσι', which means 'up/on' according to the lexicon. This suggests that 'po-si' is an adverb indicating location or direction. Therefore, the part of speech is adverb (3), and inflection is not applicable (-1) for adverbs."
po-si-da-e-ja,2,0,1,0.95,"The word 'po-si-da-e-ja' has the Greek cognates 'ποσιδαιεια' and 'ποσιδαεια', which refer to Poseidaia, a place associated with Poseidon, or a festival of Poseidon. Given the lexicon entry 'goddess' s name', it is likely a theonym (deity name) or a name related to a deity. The ending '-ja' corresponds to the thematic -a declension, making it a noun of inflection class 1."
po-si-da-e-we,2,0,2,0.95,"The word 'po-si-da-e-we' has the cognate 'ποσιδαεfες', which is related to Poseidon. The lexicon entry confirms it's a cult association related to Poseidon, making it a theonym. The ending '-we' suggests an athematic inflection, possibly a dative form similar to 'di-we' (Zeus, dative). Therefore, it's classified as a theonym (2), noun (0), and athematic (2)."
po-si-da-i-je-u,0,0,2,0.95,"The word 'po-si-da-i-je-u' has the cognate 'ποσιδαιγευς', which means 'priest of Poseidon'. This indicates that it is an anthroponym (person name) referring to a priest. The ending '-u' suggests an athematic inflection, similar to other anthroponyms like 'a-ke-re-u' (αγρευς) and 'ka-ke-u' (χαλκευς)."
po-si-da-i-je-u-si,0,0,2,0.9,"The word 'po-si-da-i-je-u-si' has cognates 'ποσιδαιευς', 'ποσιδαιερευς', and 'ποσιδαιγευς', which refer to persons associated with Poseidon. The lexicon entries also suggest a priestly role related to Poseidon. The ending '-u-si' corresponds to the athematic plural dative/locative ending '-si' or '-ti' (as seen in the declension table), but the cognates suggest a nominative plural form. The cognates end in -ευς, -ερευς, and -γευς, which are typical of athematic nouns. Therefore, it's likely an anthroponym (person name) in the nominative plural, and athematic."
po-si-da-i-jo,2,0,0,0.95,"The word 'po-si-da-i-jo' has the cognate 'ποσιδαιον', which refers to a place or temple dedicated to Poseidon. This indicates it's a theonym related to Poseidon. The ending '-jo' suggests a thematic noun in -o, likely a neuter form referring to the temple itself. Therefore, it's classified as a theonym (2), noun (0), and thematic in -o (0)."
po-si-da-i-jo-de,2,0,0,0.95,"The word 'po-si-da-i-jo-de' has the cognate 'ποσιδαιον', which refers to a place dedicated to Poseidon. The suffix '-de' is an allative/demonstrative suffix, so we consider 'po-si-da-i-jo'. The cognate suggests that this is a theonym (place dedicated to a deity). The ending '-jo' suggests a thematic noun in -o, specifically a genitive form. Therefore, it's a thematic noun in -o."
